island,timestamp_lst,ghi_wh_m2,ghi_clearsky_wh_m2,wind_10m_ms,wind_50m_ms,temp_2m_c,humidity_2m_pct,precip_mm_hr,pressure_kpa
Eluvaitivu,2024-02-28T05:00,0.0,0.0,6.87,8.04,26.92,83.59,0.16,101.14
Eluvaitivu,2024-02-28T06:00,65.2,69.65,7.29,8.19,27.14,82.63,0.14,101.23
Eluvaitivu,2024-02-28T07:00,266.98,304.88,7.42,8.16,27.45,80.95,0.13,101.32
Eluvaitivu,2024-02-28T08:00,489.62,548.3,7.31,8.02,27.79,79.37,0.08,101.38
Eluvaitivu,2024-02-28T09:00,689.85,753.72,7.25,7.94,28.12,77.99,0.05,101.4
Eluvaitivu,2024-02-28T10:00,845.2,898.85,7.25,7.94,28.35,77.08,0.03,101.34
Eluvaitivu,2024-02-28T11:00,863.85,933.9,7.33,8.03,28.54,76.23,0.01,101.23
Eluvaitivu,2024-02-28T12:00,868.08,927.9,7.47,8.19,28.66,75.61,0.01,101.11
Eluvaitivu,2024-02-28T13:00,753.03,843.35,7.65,8.42,28.7,75.23,0.01,101.0
Eluvaitivu,2024-02-28T14:00,668.08,687.35,7.83,8.63,28.61,75.41,0.01,100.93
Eluvaitivu,2024-02-28T15:00,470.5,475.85,7.89,8.73,28.42,76.24,0.01,100.91
Eluvaitivu,2024-02-28T16:00,201.2,204.75,7.82,8.68,28.16,77.41,0.0,100.93
Eluvaitivu,2024-02-28T17:00,19.12,19.25,7.52,8.5,27.85,78.91,0.0,100.99
Eluvaitivu,2024-02-28T18:00,0.0,0.0,7.27,8.37,27.69,79.72,0.0,101.08
Eluvaitivu,2024-02-28T19:00,0.0,0.0,7.13,8.26,27.62,79.9,0.01,101.17
Eluvaitivu,2024-02-28T20:00,0.0,0.0,7.01,8.17,27.56,79.89,0.01,101.23
Eluvaitivu,2024-02-28T21:00,0.0,0.0,6.86,8.05,27.54,79.61,0.01,101.25
Eluvaitivu,2024-02-28T22:00,0.0,0.0,6.65,7.85,27.49,79.4,0.0,101.23
Eluvaitivu,2024-02-28T23:00,0.0,0.0,6.43,7.61,27.41,79.28,0.0,101.17
Eluvaitivu,2024-02-29T00:00,0.0,0.0,6.2,7.34,27.32,79.24,0.0,101.09
Eluvaitivu,2024-02-29T01:00,0.0,0.0,5.96,7.06,27.25,79.06,0.0,101.0
Eluvaitivu,2024-02-29T02:00,0.0,0.0,5.74,6.78,27.2,78.96,0.0,100.97
Eluvaitivu,2024-02-29T03:00,0.0,0.0,5.57,6.57,27.18,78.8,0.0,100.98
Eluvaitivu,2024-02-29T04:00,0.0,0.0,5.49,6.47,27.18,78.62,0.0,101.03
Eluvaitivu,2024-02-29T05:00,0.0,0.0,5.49,6.46,27.2,78.55,0.0,101.12
Eluvaitivu,2024-02-29T06:00,62.88,66.03,5.75,6.52,27.62,77.02,0.0,101.22
Eluvaitivu,2024-02-29T07:00,260.98,295.92,6.06,6.66,28.01,75.27,0.0,101.31
Eluvaitivu,2024-02-29T08:00,481.88,540.78,6.17,6.76,28.35,73.8,0.0,101.37
Eluvaitivu,2024-02-29T09:00,700.78,747.62,6.23,6.82,28.72,72.25,0.0,101.4
Eluvaitivu,2024-02-29T10:00,859.83,893.9,6.26,6.86,29.01,70.98,0.0,101.36
Eluvaitivu,2024-02-29T11:00,929.78,944.22,6.35,6.96,29.19,70.0,0.0,101.28
Eluvaitivu,2024-02-29T12:00,920.25,936.75,6.54,7.17,29.25,69.49,0.0,101.19
Eluvaitivu,2024-02-29T13:00,838.28,843.28,6.76,7.42,29.21,69.56,0.0,101.1
Eluvaitivu,2024-02-29T14:00,688.45,689.3,6.92,7.61,29.09,70.0,0.0,101.05
Eluvaitivu,2024-02-29T15:00,465.92,467.7,6.98,7.69,28.9,70.76,0.0,101.03
Eluvaitivu,2024-02-29T16:00,217.1,218.0,6.98,7.72,28.66,71.94,0.0,101.06
Eluvaitivu,2024-02-29T17:00,26.3,26.38,6.75,7.69,28.31,73.91,0.0,101.12
Eluvaitivu,2024-02-29T18:00,0.0,0.0,6.57,7.67,28.11,75.42,0.0,101.21
Eluvaitivu,2024-02-29T19:00,0.0,0.0,6.49,7.65,28.02,76.4,0.0,101.3
Eluvaitivu,2024-02-29T20:00,0.0,0.0,6.38,7.57,27.92,77.23,0.0,101.36
Eluvaitivu,2024-02-29T21:00,0.0,0.0,6.14,7.3,27.81,77.88,0.0,101.39
Eluvaitivu,2024-02-29T22:00,0.0,0.0,5.8,6.89,27.7,78.25,0.0,101.39
Eluvaitivu,2024-02-29T23:00,0.0,0.0,5.43,6.43,27.59,78.54,0.0,101.34
Eluvaitivu,2024-03-01T00:00,0.0,0.0,5.13,6.04,27.48,78.85,0.0,101.26
Eluvaitivu,2024-03-01T01:00,0.0,0.0,4.9,5.76,27.36,79.22,0.0,101.19
Eluvaitivu,2024-03-01T02:00,0.0,0.0,4.92,5.76,27.24,79.71,0.01,101.15
Eluvaitivu,2024-03-01T03:00,0.0,0.0,5.16,6.06,27.18,80.04,0.01,101.16
Eluvaitivu,2024-03-01T04:00,0.0,0.0,5.51,6.49,27.14,80.26,0.01,101.2
Eluvaitivu,2024-03-01T05:00,0.0,0.0,5.91,6.99,27.15,80.32,0.0,101.27
Eluvaitivu,2024-03-01T06:00,45.0,64.8,6.54,7.46,27.49,78.85,0.01,101.37
Eluvaitivu,2024-03-01T07:00,190.38,292.83,7.13,7.9,27.86,77.06,0.0,101.46
Eluvaitivu,2024-03-01T08:00,386.8,537.4,7.4,8.21,28.23,75.42,0.01,101.52
Eluvaitivu,2024-03-01T09:00,545.95,745.72,7.59,8.43,28.55,73.75,0.0,101.53
Eluvaitivu,2024-03-01T10:00,645.62,893.83,7.68,8.54,28.79,72.32,0.0,101.45
Eluvaitivu,2024-03-01T11:00,642.08,943.88,7.71,8.58,28.97,71.19,0.0,101.36
Eluvaitivu,2024-03-01T12:00,690.6,933.25,7.68,8.56,29.06,70.31,0.0,101.25
Eluvaitivu,2024-03-01T13:00,608.83,844.47,7.58,8.44,29.09,69.56,0.0,101.16
Eluvaitivu,2024-03-01T14:00,479.7,685.0,7.38,8.22,29.04,69.32,0.0,101.09
Eluvaitivu,2024-03-01T15:00,318.8,470.12,7.09,7.88,28.91,69.72,0.0,101.09
Eluvaitivu,2024-03-01T16:00,148.05,230.52,6.72,7.47,28.67,71.13,0.0,101.12
Eluvaitivu,2024-03-01T17:00,25.3,34.88,6.16,7.05,28.27,73.71,0.0,101.18
Eluvaitivu,2024-03-01T18:00,0.0,0.0,5.73,6.76,27.94,76.14,0.0,101.26
Eluvaitivu,2024-03-01T19:00,0.0,0.0,5.51,6.53,27.76,77.5,0.0,101.33
Eluvaitivu,2024-03-01T20:00,0.0,0.0,5.51,6.53,27.62,78.58,0.0,101.4
Eluvaitivu,2024-03-01T21:00,0.0,0.0,5.56,6.57,27.48,79.37,0.0,101.42
Eluvaitivu,2024-03-01T22:00,0.0,0.0,5.54,6.55,27.37,79.92,0.0,101.41
Eluvaitivu,2024-03-01T23:00,0.0,0.0,5.43,6.41,27.22,80.67,0.0,101.36
Eluvaitivu,2024-03-02T00:00,0.0,0.0,5.25,6.17,27.08,81.19,0.0,101.29
Eluvaitivu,2024-03-02T01:00,0.0,0.0,5.05,5.91,26.96,81.49,0.0,101.22
Eluvaitivu,2024-03-02T02:00,0.0,0.0,4.87,5.69,26.89,81.53,0.0,101.18
Eluvaitivu,2024-03-02T03:00,0.0,0.0,4.74,5.54,26.84,81.48,0.0,101.17
Eluvaitivu,2024-03-02T04:00,0.0,0.0,4.68,5.46,26.84,81.05,0.0,101.2
Eluvaitivu,2024-03-02T05:00,0.0,0.0,4.66,5.44,26.84,80.74,0.16,101.25
Eluvaitivu,2024-03-02T06:00,61.25,74.22,4.75,5.4,27.23,78.92,0.2,101.32
Eluvaitivu,2024-03-02T07:00,244.55,313.52,4.91,5.33,27.64,76.63,0.05,101.4
Eluvaitivu,2024-03-02T08:00,453.75,561.12,4.72,5.1,28.01,74.79,0.0,101.46
Eluvaitivu,2024-03-02T09:00,640.2,769.67,4.46,4.8,28.38,72.8,0.0,101.48
Eluvaitivu,2024-03-02T10:00,744.97,916.92,4.21,4.51,28.7,70.69,0.0,101.43
Eluvaitivu,2024-03-02T11:00,727.5,957.0,4.04,4.32,28.98,68.3,0.0,101.34
Eluvaitivu,2024-03-02T12:00,738.0,949.08,3.98,4.23,29.17,66.51,0.0,101.24
Eluvaitivu,2024-03-02T13:00,620.92,862.25,3.97,4.21,29.2,65.74,0.0,101.15
Eluvaitivu,2024-03-02T14:00,535.85,702.6,4.01,4.25,29.16,65.5,0.0,101.09
Eluvaitivu,2024-03-02T15:00,381.73,486.4,4.01,4.25,29.01,65.89,0.0,101.06
Eluvaitivu,2024-03-02T16:00,189.88,242.25,3.91,4.15,28.75,67.06,0.0,101.07
Eluvaitivu,2024-03-02T17:00,31.2,37.03,3.64,4.08,28.3,70.07,0.0,101.12
Eluvaitivu,2024-03-02T18:00,0.0,0.0,3.59,4.14,27.97,72.7,0.0,101.2
Eluvaitivu,2024-03-02T19:00,0.0,0.0,3.69,4.25,27.82,73.96,0.0,101.28
Eluvaitivu,2024-03-02T20:00,0.0,0.0,3.92,4.5,27.74,74.95,0.0,101.34
Eluvaitivu,2024-03-02T21:00,0.0,0.0,4.12,4.75,27.68,75.94,0.0,101.34
Eluvaitivu,2024-03-02T22:00,0.0,0.0,4.28,4.94,27.57,77.05,0.0,101.31
Eluvaitivu,2024-03-02T23:00,0.0,0.0,4.4,5.05,27.43,78.2,0.0,101.24
Eluvaitivu,2024-03-03T00:00,0.0,0.0,4.56,5.25,27.27,79.57,0.0,101.15
Eluvaitivu,2024-03-03T01:00,0.0,0.0,4.76,5.5,27.16,80.6,0.0,101.08
Eluvaitivu,2024-03-03T02:00,0.0,0.0,4.9,5.67,27.06,81.31,0.0,101.04
Eluvaitivu,2024-03-03T03:00,0.0,0.0,4.93,5.69,26.95,81.89,0.0,101.05
Eluvaitivu,2024-03-03T04:00,0.0,0.0,4.86,5.6,26.85,82.27,0.0,101.09
Eluvaitivu,2024-03-03T05:00,0.0,0.0,4.72,5.42,26.79,82.31,0.01,101.17
Eluvaitivu,2024-03-03T06:00,62.38,66.43,4.59,5.13,27.2,80.07,0.05,101.26
Eluvaitivu,2024-03-03T07:00,246.5,288.33,4.43,4.74,27.59,77.42,0.0,101.35
Eluvaitivu,2024-03-03T08:00,457.08,529.67,4.2,4.46,27.95,75.14,0.0,101.41
Eluvaitivu,2024-03-03T09:00,681.33,736.88,4.07,4.31,28.33,72.78,0.0,101.44
Eluvaitivu,2024-03-03T10:00,849.75,884.5,4.01,4.24,28.63,70.47,0.0,101.4
Eluvaitivu,2024-03-03T11:00,947.47,961.85,4.04,4.25,28.85,68.52,0.0,101.31
Eluvaitivu,2024-03-03T12:00,883.47,885.88,4.16,4.38,28.97,67.14,0.0,101.21
Eluvaitivu,2024-03-03T13:00,854.53,867.15,4.37,4.59,28.99,66.57,0.0,101.12
Eluvaitivu,2024-03-03T14:00,669.5,670.83,4.5,4.74,28.91,66.55,0.0,101.05
Eluvaitivu,2024-03-03T15:00,481.2,482.9,4.58,4.86,28.75,66.95,0.0,101.03
Eluvaitivu,2024-03-03T16:00,237.93,244.23,4.61,4.92,28.47,68.26,0.0,101.04
Eluvaitivu,2024-03-03T17:00,36.17,37.62,4.43,4.95,28.0,71.06,0.0,101.08
Eluvaitivu,2024-03-03T18:00,0.0,0.0,4.32,5.0,27.64,73.61,0.0,101.15
Eluvaitivu,2024-03-03T19:00,0.0,0.0,4.35,5.03,27.42,75.06,0.0,101.23
Eluvaitivu,2024-03-03T20:00,0.0,0.0,4.46,5.16,27.24,76.2,0.0,101.29
Eluvaitivu,2024-03-03T21:00,0.0,0.0,4.59,5.3,27.07,77.32,0.0,101.29
Eluvaitivu,2024-03-03T22:00,0.0,0.0,4.66,5.38,26.88,78.34,0.0,101.25
Eluvaitivu,2024-03-03T23:00,0.0,0.0,4.63,5.34,26.68,79.07,0.0,101.17
Eluvaitivu,2024-03-04T00:00,0.0,0.0,4.51,5.16,26.5,79.43,0.0,101.09
Eluvaitivu,2024-03-04T01:00,0.0,0.0,4.34,4.95,26.34,79.48,0.0,101.02
Eluvaitivu,2024-03-04T02:00,0.0,0.0,4.15,4.69,26.22,79.42,0.0,101.0
Eluvaitivu,2024-03-04T03:00,0.0,0.0,3.94,4.43,26.12,79.35,0.0,101.02
Eluvaitivu,2024-03-04T04:00,0.0,0.0,3.69,4.14,26.06,79.01,0.0,101.07
Eluvaitivu,2024-03-04T05:00,0.0,0.0,3.41,3.79,26.04,78.28,0.0,101.16
Eluvaitivu,2024-03-04T06:00,71.05,75.93,3.13,3.44,26.41,76.43,0.0,101.26
Eluvaitivu,2024-03-04T07:00,280.23,313.6,3.03,3.19,26.81,73.94,0.0,101.34
Eluvaitivu,2024-03-04T08:00,507.0,562.25,2.95,3.09,27.23,72.32,0.0,101.41
Eluvaitivu,2024-03-04T09:00,739.53,771.97,3.03,3.17,27.66,70.8,0.0,101.44
Eluvaitivu,2024-03-04T10:00,890.85,919.55,3.13,3.27,28.02,68.96,0.0,101.39
Eluvaitivu,2024-03-04T11:00,991.25,1001.53,3.23,3.37,28.26,67.78,0.0,101.3
Eluvaitivu,2024-03-04T12:00,917.53,920.58,3.44,3.55,28.44,67.08,0.0,101.19
Eluvaitivu,2024-03-04T13:00,877.35,901.4,3.7,3.83,28.51,66.99,0.0,101.1
Eluvaitivu,2024-03-04T14:00,681.75,682.85,3.94,4.09,28.42,67.62,0.0,101.02
Eluvaitivu,2024-03-04T15:00,485.38,485.83,4.17,4.36,28.2,68.76,0.0,100.98
Eluvaitivu,2024-03-04T16:00,232.65,233.2,4.33,4.56,27.83,70.98,0.0,100.99
Eluvaitivu,2024-03-04T17:00,31.17,31.23,4.23,4.66,27.34,74.12,0.0,101.03
Eluvaitivu,2024-03-04T18:00,0.0,0.0,4.14,4.75,26.95,76.97,0.0,101.11
Eluvaitivu,2024-03-04T19:00,0.0,0.0,4.14,4.76,26.73,78.41,0.0,101.21
Eluvaitivu,2024-03-04T20:00,0.0,0.0,4.31,4.96,26.6,79.26,0.0,101.28
Eluvaitivu,2024-03-04T21:00,0.0,0.0,4.55,5.24,26.53,79.71,0.0,101.32
Eluvaitivu,2024-03-04T22:00,0.0,0.0,4.74,5.47,26.45,80.17,0.0,101.32
Eluvaitivu,2024-03-04T23:00,0.0,0.0,4.87,5.63,26.35,80.65,0.0,101.26
Eluvaitivu,2024-03-05T00:00,0.0,0.0,4.95,5.71,26.27,80.92,0.0,101.18
Eluvaitivu,2024-03-05T01:00,0.0,0.0,5.0,5.77,26.22,81.06,0.0,101.11
Eluvaitivu,2024-03-05T02:00,0.0,0.0,4.8,5.51,26.17,80.94,0.0,101.07
Eluvaitivu,2024-03-05T03:00,0.0,0.0,4.28,4.85,26.14,80.66,0.0,101.08
Eluvaitivu,2024-03-05T04:00,0.0,0.0,3.64,4.09,26.13,80.22,0.0,101.11
Eluvaitivu,2024-03-05T05:00,0.0,0.0,3.11,3.46,26.15,79.47,0.0,101.17
Eluvaitivu,2024-03-05T06:00,70.3,73.45,2.82,3.08,26.58,77.41,0.01,101.26
Eluvaitivu,2024-03-05T07:00,282.45,303.27,2.77,2.94,27.01,74.95,0.02,101.33
Eluvaitivu,2024-03-05T08:00,505.38,545.78,2.8,2.94,27.45,72.99,0.0,101.38
Eluvaitivu,2024-03-05T09:00,721.38,750.9,2.99,3.15,27.9,71.54,0.0,101.41
Eluvaitivu,2024-03-05T10:00,873.05,895.1,3.18,3.36,28.29,69.86,0.0,101.37
Eluvaitivu,2024-03-05T11:00,927.05,974.12,3.35,3.54,28.62,67.82,0.0,101.26
Eluvaitivu,2024-03-05T12:00,903.6,962.9,3.53,3.72,28.87,66.08,0.0,101.14
Eluvaitivu,2024-03-05T13:00,845.5,872.88,3.75,3.97,29.02,65.0,0.0,101.03
Eluvaitivu,2024-03-05T14:00,692.78,710.6,3.97,4.19,29.02,64.52,0.0,100.97
Eluvaitivu,2024-03-05T15:00,483.6,491.23,4.17,4.41,28.86,65.15,0.0,100.95
Eluvaitivu,2024-03-05T16:00,239.82,244.3,4.36,4.63,28.51,67.4,0.0,100.97
Eluvaitivu,2024-03-05T17:00,37.3,37.38,4.34,4.79,28.01,71.28,0.0,101.03
Eluvaitivu,2024-03-05T18:00,0.0,0.0,4.24,4.87,27.63,74.61,0.0,101.11
Eluvaitivu,2024-03-05T19:00,0.0,0.0,4.17,4.83,27.45,76.34,0.0,101.21
Eluvaitivu,2024-03-05T20:00,0.0,0.0,4.12,4.78,27.3,77.86,0.0,101.28
Eluvaitivu,2024-03-05T21:00,0.0,0.0,4.14,4.79,27.16,79.54,0.0,101.31
Eluvaitivu,2024-03-05T22:00,0.0,0.0,4.18,4.83,27.02,81.12,0.0,101.28
Eluvaitivu,2024-03-05T23:00,0.0,0.0,4.19,4.81,26.86,82.5,0.0,101.21
Eluvaitivu,2024-03-06T00:00,0.0,0.0,4.13,4.73,26.7,83.76,0.0,101.13
Eluvaitivu,2024-03-06T01:00,0.0,0.0,4.2,4.79,26.56,84.95,0.08,101.07
Eluvaitivu,2024-03-06T02:00,0.0,0.0,4.26,4.85,26.44,85.94,0.25,101.04
Eluvaitivu,2024-03-06T03:00,0.0,0.0,4.0,4.52,26.33,86.17,0.83,101.04
Eluvaitivu,2024-03-06T04:00,0.0,0.0,3.43,3.84,26.28,85.4,2.15,101.08
Eluvaitivu,2024-03-06T05:00,0.0,0.0,2.79,3.1,26.29,84.16,2.1,101.16
Eluvaitivu,2024-03-06T06:00,53.33,74.22,2.36,2.54,26.62,81.79,2.62,101.26
Eluvaitivu,2024-03-06T07:00,220.12,303.45,2.18,2.27,26.92,79.1,2.08,101.37
Eluvaitivu,2024-03-06T08:00,410.38,545.97,2.2,2.29,27.39,76.45,0.18,101.45
Eluvaitivu,2024-03-06T09:00,622.47,751.38,2.27,2.36,27.87,73.89,0.06,101.48
Eluvaitivu,2024-03-06T10:00,782.83,895.88,2.25,2.32,28.24,71.15,0.03,101.42
Eluvaitivu,2024-03-06T11:00,831.25,964.0,2.26,2.34,28.51,68.44,0.01,101.31
Eluvaitivu,2024-03-06T12:00,872.47,952.75,2.43,2.5,28.71,66.24,0.01,101.18
Eluvaitivu,2024-03-06T13:00,837.15,863.25,2.73,2.81,28.82,64.83,0.01,101.08
Eluvaitivu,2024-03-06T14:00,660.05,702.1,2.97,3.06,28.81,64.1,0.0,101.02
Eluvaitivu,2024-03-06T15:00,458.12,484.77,3.06,3.17,28.66,64.28,0.0,101.0
Eluvaitivu,2024-03-06T16:00,221.88,241.12,3.05,3.18,28.45,65.01,0.0,101.03
Eluvaitivu,2024-03-06T17:00,34.53,36.7,2.97,3.28,28.05,67.64,0.0,101.1
Eluvaitivu,2024-03-06T18:00,0.0,0.0,3.16,3.59,27.74,70.22,0.0,101.2
Eluvaitivu,2024-03-06T19:00,0.0,0.0,3.32,3.76,27.59,71.55,0.0,101.29
Eluvaitivu,2024-03-06T20:00,0.0,0.0,3.35,3.79,27.46,72.26,0.0,101.33
Eluvaitivu,2024-03-06T21:00,0.0,0.0,3.43,3.87,27.35,72.58,0.0,101.32
Eluvaitivu,2024-03-06T22:00,0.0,0.0,3.64,4.11,27.31,72.5,0.0,101.28
Eluvaitivu,2024-03-06T23:00,0.0,0.0,4.08,4.64,27.29,72.93,0.0,101.2
Eluvaitivu,2024-03-07T00:00,0.0,0.0,4.49,5.15,27.26,73.56,0.0,101.1
Eluvaitivu,2024-03-07T01:00,0.0,0.0,4.68,5.37,27.22,74.33,0.0,101.01
Eluvaitivu,2024-03-07T02:00,0.0,0.0,4.61,5.29,27.18,74.9,0.0,100.96
Eluvaitivu,2024-03-07T03:00,0.0,0.0,4.35,4.95,27.15,75.05,0.0,100.98
Eluvaitivu,2024-03-07T04:00,0.0,0.0,3.9,4.41,27.12,75.23,0.0,101.04
Eluvaitivu,2024-03-07T05:00,0.0,0.0,3.3,3.7,27.09,75.52,0.0,101.13
Eluvaitivu,2024-03-07T06:00,62.62,78.1,2.52,2.82,27.29,74.84,0.0,101.23
Eluvaitivu,2024-03-07T07:00,261.35,312.1,1.88,2.02,27.57,72.65,0.0,101.32
Eluvaitivu,2024-03-07T08:00,501.23,557.1,1.54,1.63,27.82,71.17,0.0,101.38
Eluvaitivu,2024-03-07T09:00,716.45,763.85,1.6,1.69,28.19,68.99,0.0,101.4
Eluvaitivu,2024-03-07T10:00,827.3,909.2,1.8,1.9,28.6,66.23,0.0,101.34
Eluvaitivu,2024-03-07T11:00,912.95,978.97,2.12,2.23,28.95,63.68,0.0,101.23
Eluvaitivu,2024-03-07T12:00,931.08,969.08,2.54,2.67,29.17,62.21,0.0,101.12
Eluvaitivu,2024-03-07T13:00,867.17,879.15,2.98,3.11,29.23,62.01,0.0,101.02
Eluvaitivu,2024-03-07T14:00,688.72,716.65,3.18,3.34,29.15,62.61,0.0,100.95
Eluvaitivu,2024-03-07T15:00,491.52,496.98,3.14,3.31,29.02,63.34,0.0,100.92
Eluvaitivu,2024-03-07T16:00,244.48,248.55,2.95,3.14,28.88,64.43,0.0,100.94
Eluvaitivu,2024-03-07T17:00,37.53,38.1,2.65,2.99,28.58,66.94,0.0,100.99
Eluvaitivu,2024-03-07T18:00,0.0,0.0,2.61,2.95,28.44,68.19,0.0,101.07
Eluvaitivu,2024-03-07T19:00,0.0,0.0,2.55,2.86,28.37,68.98,0.0,101.15
Eluvaitivu,2024-03-07T20:00,0.0,0.0,2.58,2.88,28.25,70.08,0.0,101.21
Eluvaitivu,2024-03-07T21:00,0.0,0.0,2.81,3.14,28.09,71.71,0.0,101.22
Eluvaitivu,2024-03-07T22:00,0.0,0.0,3.2,3.6,27.91,73.63,0.0,101.19
Eluvaitivu,2024-03-07T23:00,0.0,0.0,3.55,4.02,27.73,75.53,0.0,101.14
Eluvaitivu,2024-03-08T00:00,0.0,0.0,3.78,4.28,27.56,77.09,0.0,101.07
Eluvaitivu,2024-03-08T01:00,0.0,0.0,3.91,4.44,27.41,78.29,0.0,101.02
Eluvaitivu,2024-03-08T02:00,0.0,0.0,4.04,4.6,27.29,79.23,0.0,101.0
Eluvaitivu,2024-03-08T03:00,0.0,0.0,4.02,4.56,27.22,79.92,0.0,101.02
Eluvaitivu,2024-03-08T04:00,0.0,0.0,3.85,4.35,27.15,80.37,0.01,101.06
Eluvaitivu,2024-03-08T05:00,0.0,0.0,3.67,4.13,27.13,80.57,0.02,101.15
Eluvaitivu,2024-03-08T06:00,68.07,77.45,3.59,3.97,27.55,79.21,0.04,101.24
Eluvaitivu,2024-03-08T07:00,262.42,308.05,3.57,3.79,27.99,77.02,0.04,101.33
Eluvaitivu,2024-03-08T08:00,491.67,551.38,3.48,3.69,28.42,74.47,0.08,101.4
Eluvaitivu,2024-03-08T09:00,727.0,757.47,3.4,3.6,28.87,71.73,0.01,101.43
Eluvaitivu,2024-03-08T10:00,884.25,901.95,3.2,3.38,29.25,68.83,0.01,101.37
Eluvaitivu,2024-03-08T11:00,924.33,927.85,2.79,2.94,29.56,65.77,0.05,101.25
Eluvaitivu,2024-03-08T12:00,934.58,935.67,2.23,2.34,29.79,62.89,0.07,101.14
Eluvaitivu,2024-03-08T13:00,868.67,872.05,1.73,1.82,29.91,61.04,0.07,101.05
Eluvaitivu,2024-03-08T14:00,706.67,713.78,1.43,1.5,29.98,59.86,0.16,100.99
Eluvaitivu,2024-03-08T15:00,488.05,492.52,1.39,1.46,30.0,58.93,0.04,100.98
Eluvaitivu,2024-03-08T16:00,238.02,239.98,1.56,1.62,29.89,58.83,0.0,101.02
Eluvaitivu,2024-03-08T17:00,30.73,30.9,1.82,2.02,29.49,61.67,0.0,101.08
Eluvaitivu,2024-03-08T18:00,0.0,0.0,2.33,2.64,29.12,65.02,0.0,101.16
Eluvaitivu,2024-03-08T19:00,0.0,0.0,2.9,3.28,28.86,67.82,0.0,101.23
Eluvaitivu,2024-03-08T20:00,0.0,0.0,3.54,4.03,28.63,70.22,0.0,101.28
Eluvaitivu,2024-03-08T21:00,0.0,0.0,4.26,4.89,28.39,72.59,0.0,101.3
Eluvaitivu,2024-03-08T22:00,0.0,0.0,4.9,5.67,28.19,74.47,0.0,101.29
Eluvaitivu,2024-03-08T23:00,0.0,0.0,5.33,6.2,27.96,75.98,0.0,101.23
Eluvaitivu,2024-03-09T00:00,0.0,0.0,5.6,6.54,27.74,77.12,0.0,101.15
Eluvaitivu,2024-03-09T01:00,0.0,0.0,5.78,6.75,27.55,77.83,0.0,101.07
Eluvaitivu,2024-03-09T02:00,0.0,0.0,5.81,6.78,27.41,78.09,0.0,101.03
Eluvaitivu,2024-03-09T03:00,0.0,0.0,5.59,6.5,27.29,78.1,0.0,101.01
Eluvaitivu,2024-03-09T04:00,0.0,0.0,5.07,5.82,27.21,77.7,0.0,101.05
Eluvaitivu,2024-03-09T05:00,0.0,0.0,4.32,4.91,27.21,76.43,0.0,101.12
Eluvaitivu,2024-03-09T06:00,72.78,79.68,3.49,3.88,27.66,73.66,0.0,101.22
Eluvaitivu,2024-03-09T07:00,265.12,311.12,2.73,2.89,28.12,70.18,0.0,101.3
Eluvaitivu,2024-03-09T08:00,470.9,555.05,2.13,2.24,28.59,66.81,0.0,101.36
Eluvaitivu,2024-03-09T09:00,716.35,761.75,1.91,2.0,29.07,63.6,0.0,101.37
Eluvaitivu,2024-03-09T10:00,870.45,905.92,1.99,2.08,29.5,60.96,0.0,101.31
Eluvaitivu,2024-03-09T11:00,970.25,984.15,2.2,2.29,29.79,59.36,0.0,101.21
Eluvaitivu,2024-03-09T12:00,961.9,973.0,2.45,2.55,29.98,58.61,0.0,101.1
Eluvaitivu,2024-03-09T13:00,848.35,882.55,2.71,2.81,30.04,58.59,0.0,101.02
Eluvaitivu,2024-03-09T14:00,709.95,719.6,3.01,3.13,29.98,59.36,0.0,100.96
Eluvaitivu,2024-03-09T15:00,491.1,499.73,3.4,3.55,29.8,61.04,0.0,100.96
Eluvaitivu,2024-03-09T16:00,245.75,251.15,3.85,4.05,29.47,63.77,0.0,100.99
Eluvaitivu,2024-03-09T17:00,25.6,25.75,4.18,4.6,28.96,68.11,0.0,101.07
Eluvaitivu,2024-03-09T18:00,0.0,0.0,4.48,5.15,28.55,71.93,0.0,101.15
Eluvaitivu,2024-03-09T19:00,0.0,0.0,4.8,5.56,28.32,73.99,0.0,101.23
Eluvaitivu,2024-03-09T20:00,0.0,0.0,5.01,5.83,28.15,75.23,0.0,101.29
Eluvaitivu,2024-03-09T21:00,0.0,0.0,5.1,5.95,27.99,76.0,0.0,101.32
Eluvaitivu,2024-03-09T22:00,0.0,0.0,5.23,6.1,27.87,76.43,0.0,101.3
Eluvaitivu,2024-03-09T23:00,0.0,0.0,5.38,6.28,27.74,76.93,0.0,101.24
Eluvaitivu,2024-03-10T00:00,0.0,0.0,5.57,6.5,27.63,77.46,0.0,101.18
Eluvaitivu,2024-03-10T01:00,0.0,0.0,5.68,6.63,27.53,77.87,0.0,101.13
Eluvaitivu,2024-03-10T02:00,0.0,0.0,5.57,6.5,27.45,78.1,0.0,101.11
Eluvaitivu,2024-03-10T03:00,0.0,0.0,5.22,6.06,27.42,77.78,0.0,101.15
Eluvaitivu,2024-03-10T04:00,0.0,0.0,4.67,5.37,27.4,77.23,0.0,101.22
Eluvaitivu,2024-03-10T05:00,0.0,0.0,4.05,4.62,27.4,76.65,0.0,101.31
Eluvaitivu,2024-03-10T06:00,75.25,77.8,3.57,3.98,27.86,74.43,0.0,101.41
Eluvaitivu,2024-03-10T07:00,283.62,304.17,3.36,3.58,28.29,71.95,0.0,101.5
